specObjID,class,subClass,z,zWarning,snMedian
9069183793580234752,QSO,null,2.666478,0,0.7192275
9069184068458141696,QSO,null,2.24867,0,2.130025
9069184618213955584,QSO,BROADLINE,0.8153292,0,2.537268
9069184893091862528,QSO,null,1.249254,0,3.384755
9069185167969769472,QSO,BROADLINE,2.216624,0,4.853202
9069185442847676416,QSO,STARBURST BROADLINE,0.3444837,0,3.924755
9069185717725583360,QSO,BROADLINE,1.801561,0,2.863433
9069185992603490304,QSO,null,1.617191,0,2.653774
9069186267481397248,QSO,BROADLINE,1.509705,0,8.32854
9069186542359304192,QSO,BROADLINE,0.8560106,0,6.59096
9069186817237211136,QSO,BROADLINE,1.278477,0,13.48532
9069187092115118080,QSO,BROADLINE,1.377433,0,3.10668
9069187366993025024,QSO,null,1.630516,0,3.629764
9069187641870931968,STAR,F3/F5V (30743),-0.0006269616,0,43.41347
9069187916748838912,QSO,STARBURST BROADLINE,0.3655524,0,11.25925
9069188191626745856,STAR,K0V (10780),-0.001017822,0,8.389991
9069188466504652800,QSO,null,2.739596,0,1.358922
9069188741382559744,STAR,K0V (10780),-0.0005024944,0,6.692569
9069189016260466688,STAR,F0II (25291),-0.0004896366,0,9.173145
9069189566016280576,GALAXY,null,0.7567339,0,1.248454
9069189840894187520,QSO,null,1.340245,0,2.369765
9069190115772094464,QSO,BROADLINE,1.176219,0,12.54993
9069190390650001408,QSO,BROADLINE,1.410941,0,3.323448
9069190665527908352,QSO,BROADLINE,1.870294,0,1.054444
9069190940405815296,QSO,BROADLINE,2.27628,0,3.941044
7560511990889994240,GALAXY,null,0.238221,0,17.19596
7560512265767901184,GALAXY,null,0.5144013,0,2.674241
7560512540645808128,STAR,M1 (204445),-6.150149E-05,0,2.256531
7560512815523715072,GALAXY,null,0.4740803,0,2.728143
7560513365279528960,GALAXY,null,0.5788302,0,2.496543
7560513640157435904,GALAXY,null,0.4142971,0,4.443199
12070792281764157440,STAR,G0 (63791),-0.000980742,0,5.187284
12070792556642064384,STAR,F3/F5V (30743),-0.0007213472,0,3.565145
12070793106397878272,STAR,M3III (44478),-0.0001611304,0,2.293117
12070793381275785216,QSO,BROADLINE,1.989497,0,4.447611
12070793931031599104,QSO,BROADLINE,0.6989925,0,10.32942
12070794205909506048,STAR,M5III (221615),0.0001677813,0,2.454449
12070794480787412992,QSO,null,2.060338,0,6.514267
12070794755665319936,QSO,BROADLINE,2.455422,0,0.961233
12070795030543226880,STAR,G8V (101501),-0.0005975646,0,7.016184
12070795305421133824,GALAXY,null,0.6846559,0,1.068869
12070795580299040768,QSO,BROADLINE,0.8764687,0,4.789219
12070795855176947712,STAR,M4.5:III (123657),6.877172E-07,0,1.098591
12070796404932761600,STAR,M6III (148783),-0.000149715,0,0.563534
12070796954688575488,STAR,M5III (221615),-0.0001051938,0,1.591042
12070797229566482432,QSO,BROADLINE,0.5609961,0,2.989114
12070797504444389376,STAR,M5III (221615),-6.878952E-05,0,1.137467
12070798054200203264,STAR,M5III (221615),-4.651125E-05,0,2.050708
12070798878833924096,QSO,BROADLINE,1.686152,0,1.954621
12070799153711831040,STAR,M5III (221615),-9.803958E-06,0,1.709804
12070799428589737984,STAR,M5III (221615),-0.0001089843,0,2.227386
12070799703467644928,STAR,M5III (221615),-5.969843E-05,0,1.025505
12070800253223458816,STAR,M5III (221615),-2.359672E-05,0,1.157205
12070800528101365760,STAR,K3V (32147),-3.544536E-06,0,9.951773
12070801077857179648,STAR,F2V (33256),-0.000367082,0,4.107218
12070801352735086592,STAR,M3III (44478),-3.85487E-05,0,2.251037
12070801627612993536,STAR,K0V (10780),-0.0002440368,0,11.91579
12070802727124621312,QSO,BROADLINE,1.952987,0,3.426455
12070803276880435200,STAR,G0 (63791),-0.001397716,0,2.557971
12070803551758342144,STAR,G4V (32923),-0.0004231935,0,9.439185
12070803826636249088,STAR,K1IVa (142091),-0.0003787989,0,2.512818
12070804101514156032,STAR,F3/F5V (30743),-0.0003321411,0,5.88226
12070804376392062976,STAR,K3V (32147),-7.823034E-05,0,18.51883
12070804651269969920,STAR,A2II (39866),-0.001318128,0,4.7029
12070804926147876864,QSO,null,1.291066,0,1.381744
12070805475903690752,QSO,null,1.717093,0,4.35678
3791021893302198272,STAR,A0,0.0002118369,0,20.55788
3791022168180105216,STAR,K5,-9.034431E-05,0,33.64174
3791022443058012160,STAR,F9,-0.0001411578,0,39.66167
3791022717935919104,STAR,F5,-9.921992E-05,0,48.0094
3791022992813826048,STAR,G0,-0.0004514038,0,59.55267
3791023267691732992,STAR,F9,-0.0001386962,0,61.99275
3791023542569639936,STAR,F5,3.99758E-05,0,58.20071
3791023817447546880,STAR,G2,-0.0004270784,0,52.73867
3791024092325453824,STAR,G2,-0.0002499178,0,33.3367
3791024367203360768,STAR,G0,-0.0003818302,0,38.55839
3791024642081267712,STAR,F9,-0.0004863734,0,42.47861
3791025191837081600,STAR,M2,3.547262E-05,0,8.631636
3791025466714988544,STAR,F9,-5.08941E-05,0,31.7193
3791025741592895488,STAR,A0,0.0003437233,0,10.96753
3791026016470802432,STAR,A0,-0.0002064238,0,13.44757
3791026291348709376,STAR,F5,0.000184948,0,12.42062
3791026566226616320,STAR,F9,-0.0003552064,0,26.06996
3791026841104523264,STAR,A0,-0.0006090197,0,20.54362
3791027115982430208,STAR,K1,-0.0001081684,0,26.40327
3791027665738244096,STAR,K3,-0.0001020295,0,41.92085
3791027940616151040,STAR,G2,-0.0004922293,0,41.01181
3791028215494057984,STAR,F5,-0.0004356857,0,34.61333
3791028490371964928,STAR,F9,-0.0001864284,0,62.91499
3791028765249871872,STAR,K5,-2.638752E-06,0,50.15451
3791029040127778816,STAR,G2,-7.749812E-05,0,50.43679
3791029315005685760,STAR,G2,3.722794E-05,0,58.33564
4794262764955916288,STAR,F0V (90277),-0.000533817,0,3.010528
4794263039833823232,GALAXY,null,0.5878024,0,1.69324
4794263314711730176,STAR,F0IV (81937),-0.0005670901,0,4.610568
4794263589589637120,GALAXY,null,0.6387207,0,1.602342
4794263864467544064,STAR,F0V (90277),-0.0005386103,0,2.956932
4794264139345451008,GALAXY,null,0.5767845,0,2.495548
4794264689101264896,GALAXY,null,0.5748074,0,2.261881
4794264963979171840,GALAXY,null,0.1062745,0,33.36567
4794265238857078784,GALAXY,null,0.4882736,0,3.384117
4794265788612892672,GALAXY,null,0.4900824,0,4.040596
4794266063490799616,STAR,F3/F5V (30743),-0.000105846,0,27.83177
4794266338368706560,GALAXY,null,0.4186423,0,3.562141
4794266613246613504,GALAXY,null,0.5723596,0,1.741277
4794266888124520448,GALAXY,null,0.6095586,0,1.451331
4794267437880334336,GALAXY,null,0.579304,0,2.049635
4794267712758241280,STAR,F3/F5V (30743),0.0002553456,0,26.33563
4794267987636148224,GALAXY,null,0.5851762,0,2.437145
4794268262514055168,GALAXY,null,0.5762487,0,2.090314
4794268537391962112,GALAXY,null,0.5751228,0,2.062637
4794268812269869056,GALAXY,null,0.06874642,0,33.46947
4794269362025682944,GALAXY,null,0.3417156,0,4.538877
4794269636903589888,GALAXY,null,0.5479913,0,2.027992
4794269911781496832,QSO,BROADLINE,2.303626,0,1.591525
4794270186659403776,GALAXY,null,0.4863479,0,3.416414
4794270461537310720,GALAXY,null,0.140706,0,25.86615
4794270736415217664,GALAXY,null,0.5866076,0,1.796591
4794271011293124608,GALAXY,null,0.2701727,0,15.6174
4794271286171031552,GALAXY,null,0.2670233,0,14.47545
4794271561048938496,GALAXY,null,0.2714695,0,9.877444
4794272110804752384,QSO,BROADLINE,2.165981,0,1.26898
4794272385682659328,GALAXY,null,0.6145584,0,1.549282
4794272660560566272,GALAXY,null,0.139631,0,24.64203
4794273210316380160,QSO,BROADLINE,0.8487595,0,11.55794
4794273485194287104,GALAXY,null,0.2169284,0,14.28052
4794274034950100992,GALAXY,null,0.5857053,0,2.007085
4794274309828007936,STAR,A8V (155514),-0.0005269955,0,6.610574
4794274584705914880,GALAXY,null,0.4205886,0,4.509366
4794274859583821824,STAR,F3/F5V (30743),0.00044317,0,22.63781
4794275134461728768,GALAXY,null,0.3620807,0,7.488101
4794275409339635712,GALAXY,STARFORMING,0.01378406,0,34.64032
4794276233973356544,GALAXY,null,0.5191929,0,2.052129
4794276508851263488,GALAXY,null,0.338839,0,4.851241
4794276783729170432,GALAXY,null,0.5155891,0,2.445104
4794277058607077376,GALAXY,null,0.2009282,0,14.05543
4794277333484984320,GALAXY,null,0.5402409,0,1.587679
4794277883240798208,GALAXY,null,0.6858066,0,1.487318
4794278158118705152,STAR,F0IV (81937),-0.0001875463,0,21.11489
4794278432996612096,GALAXY,null,0.4209253,0,3.002236
4794278707874519040,STAR,WDhotter,0.0001067678,0,12.71027
4794278982752425984,GALAXY,null,0.4856907,0,4.053302
4794279257630332928,GALAXY,null,0.1999025,0,18.17154
4794279532508239872,GALAXY,null,0.4230864,0,2.136359
7911891992732522496,GALAXY,STARBURST,0.5079777,0,1.365338
7911892267610429440,GALAXY,null,0.7648782,0,0.9695938
7911892542488336384,GALAXY,STARBURST,0.1756865,0,2.522294
7911893367122057216,STAR,WDcooler,0.0001445535,0,2.005182
7911894191755778048,GALAXY,null,0.4576207,0,1.311281
7911894466633684992,GALAXY,null,0.6183041,0,1.264034
3497071853300719616,STAR,F5,-0.0005037626,0,37.69189
3497072128178626560,STAR,F5,-5.82893E-05,0,41.36272
3497072403056533504,STAR,F2,-3.649281E-05,0,20.32754
3497072677934440448,STAR,M1,4.142129E-05,0,7.258886
3497072952812347392,STAR,G2,-8.533322E-05,0,56.38764
3497073227690254336,STAR,M1,-9.189241E-05,0,8.183497
3497073502568161280,STAR,M1,-0.0001169897,0,8.158272
3497073777446068224,STAR,K3,-0.000359786,0,36.79412
3497074052323975168,STAR,K3,4.259645E-05,0,51.35791
7213834048191617024,GALAXY,null,0.4825899,0,2.616055
7213834323069523968,GALAXY,null,0.2788341,0,10.63824
7213834597947430912,GALAXY,null,0.6204,0,1.702085
7213834872825337856,GALAXY,null,0.6131388,0,1.967334
7213835147703244800,GALAXY,null,0.5763243,0,2.158418
7213835422581151744,GALAXY,null,0.2855864,0,7.254009
7213835697459058688,GALAXY,null,0.4847281,0,4.039252
7213835972336965632,STAR,F3/F5V (30743),-6.047118E-05,0,47.51124
7213836247214872576,GALAXY,null,0.5997359,0,3.696201
7213836522092779520,QSO,BROADLINE,2.293288,0,3.916444
7213836796970686464,GALAXY,null,0.6216115,0,2.141232
7213837071848593408,GALAXY,null,0.3513924,0,4.363959
7213837346726500352,GALAXY,null,0.5468845,0,2.229124
7213837621604407296,GALAXY,null,0.3933473,0,4.747648
7213837896482314240,GALAXY,null,0.6339953,0,1.620341
7213838171360221184,GALAXY,null,0.2077592,0,16.19328
7213838446238128128,GALAXY,null,0.6117303,0,2.686628
7213838995993942016,GALAXY,null,0.541386,0,2.920527
7213839270871848960,STAR,B8IV (171301),0.0004926889,0,26.65618
7213839545749755904,GALAXY,null,0.5800046,0,1.993052
7213839820627662848,GALAXY,null,0.4060414,0,4.331781
7213840095505569792,GALAXY,null,0.5836769,0,3.088845
7213840370383476736,QSO,BROADLINE,0.4233916,0,8.610065
7213840645261383680,GALAXY,null,0.6321402,0,2.290308
7213840920139290624,GALAXY,null,0.381784,0,5.963549
7213841195017197568,GALAXY,null,0.5399162,0,2.30224
7213841469895104512,GALAXY,null,0.6344249,0,2.277706
7213841744773011456,GALAXY,null,0.5001494,0,2.37976
7213842019650918400,GALAXY,null,0.2370525,0,14.48382
7213842294528825344,GALAXY,null,0.5410433,0,3.632513
7213842844284639232,GALAXY,null,0.6687014,0,2.023686
7213843119162546176,GALAXY,null,0.237254,0,11.66006
7213843394040453120,GALAXY,null,0.6507179,0,2.308366
7213843668918360064,QSO,BROADLINE,2.214556,0,5.607304
7213844218674173952,GALAXY,null,0.3809721,0,5.615376
7213844493552080896,GALAXY,null,0.6004766,0,2.663411
7213844768429987840,STAR,F0II (25291),0.0001078959,0,2.689965
7213845043307894784,GALAXY,null,0.4880471,0,2.674768
7213845593063708672,GALAXY,null,0.4825421,0,2.389971
7213845867941615616,STAR,F3/F5V (30743),-0.0001789105,0,3.045412
7213846142819522560,GALAXY,null,0.5821795,0,2.868144
7213846417697429504,GALAXY,null,0.3797058,0,4.989351
7213846692575336448,GALAXY,null,0.5726476,0,1.9008
7213846967453243392,GALAXY,null,0.194875,0,8.935099
7213847242331150336,GALAXY,null,0.4032405,0,4.736249
7213847517209057280,GALAXY,null,0.2960198,0,9.60007
7213847792086964224,GALAXY,null,0.6215268,0,1.843609
7213848066964871168,GALAXY,null,0.5762159,0,4.955046
7213848341842778112,GALAXY,null,0.5539156,0,2.130488
7213848616720685056,GALAXY,STARFORMING,0.356667,0,6.837541
7213848891598592000,GALAXY,null,0.4959927,0,2.782407
7213849441354405888,GALAXY,null,0.6044047,0,2.01763
7213849991110219776,QSO,BROADLINE,2.404069,0,7.563026
7213850265988126720,QSO,STARBURST BROADLINE,0.4071269,0,13.87775
7213850540866033664,GALAXY,null,0.5806459,0,1.887524
7213851090621847552,QSO,BROADLINE,2.654361,0,8.669944
7213851365499754496,GALAXY,null,0.06729335,0,30.46113
11742212025497180160,GALAXY,null,0.449403,0,0.8413562
11742212300375087104,GALAXY,null,0.7574615,0,1.022489
11742212850130900992,GALAXY,null,1.302972,0,1.07461
11742213125008807936,STAR,K3p (165195),0.001495984,0,0.8617363
11742213674764621824,GALAXY,null,0.6984,0,1.113094
11742213949642528768,GALAXY,null,1.12714,0,0.6283951
11742214224520435712,QSO,null,0.7255589,0,0.9951921
11742214499398342656,GALAXY,null,0.7607766,0,1.05044
11742214774276249600,GALAXY,null,0.8601952,0,1.088347
11742215049154156544,GALAXY,null,0.7589599,0,0.8676305
11742215598909970432,GALAXY,null,0.8176933,0,1.956636
11742216423543691264,GALAXY,null,0.7954113,0,1.031736
11742216973299505152,GALAXY,null,0.8183718,0,1.263517
11742217248177412096,STAR,K3V (32147),-6.425094E-05,0,46.04876
11742217523055319040,GALAXY,null,0.794688,0,0.9700361
11742218347689039872,GALAXY,null,0.8069251,0,1.421459
11742218622566946816,QSO,BROADLINE,2.057159,0,16.4365
11742218897444853760,GALAXY,null,0.7598938,0,0.6478993
11742219447200667648,GALAXY,null,0.905264,0,1.236807
11742220546712295424,GALAXY,null,0.8049924,0,1.057252
11742220821590202368,GALAXY,null,0.7756166,0,0.8791228
11742221646223923200,GALAXY,null,0.8060377,0,0.7919593
11742221921101830144,GALAXY,null,0.8033299,0,1.077073
11742222195979737088,GALAXY,null,0.7903544,0,1.061401
11742224120125085696,GALAXY,null,0.8346297,0,0.9070988
11742224944758806528,GALAXY,null,1.14853,0,0.5466061
11742225219636713472,GALAXY,null,0.7350898,0,0.6947889
11742225494514620416,GALAXY,null,0.798789,0,0.8124573
11742226319148341248,GALAXY,null,0.9162461,0,0.9922819
11742226594026248192,GALAXY,null,0.7648788,0,0.5530944
11742227418659969024,GALAXY,null,0.9564453,0,0.7565063
11742227693537875968,GALAXY,null,0.8810986,0,1.501308
11742227968415782912,GALAXY,null,0.801249,0,1.27432
11742229067927410688,GALAXY,null,0.9523118,0,1.479791
9068202754447792128,GALAXY,STARBURST,0.3818713,0,1.889962
9068203029325699072,QSO,null,1.849667,0,2.631412
9068203304203606016,GALAXY,null,0.9135277,0,0.8502749
9068203579081512960,QSO,BROADLINE,1.625479,0,4.758524
9068204128837326848,QSO,BROADLINE,1.470056,0,4.178259
9068204678593140736,QSO,BROADLINE,1.434319,0,2.310001
9068205228348954624,QSO,BROADLINE,1.666553,0,3.153016
9068205503226861568,QSO,BROADLINE,0.6989787,0,6.675267
9068206052982675456,GALAXY,null,0.5070901,0,1.33437
9068206327860582400,QSO,BROADLINE,1.490129,0,9.623915
9068206602738489344,QSO,BROADLINE,2.11861,0,4.525416
9068206877616396288,STAR,K0IV (191026),-4.18186E-05,0,7.460687
9068207152494303232,QSO,null,1.069728,0,1.569409
9068207427372210176,QSO,BROADLINE,1.94978,0,1.759542
9068207702250117120,STAR,M5III (221615),-0.0001798442,0,1.849795
9068207977128024064,QSO,BROADLINE,1.74151,0,1.25001
9068208252005931008,GALAXY,null,0.7684041,0,1.021265
9068208801761744896,GALAXY,null,0.7677836,0,1.230282
9068209076639651840,QSO,BROADLINE,0.8496109,0,4.484045
9068209351517558784,GALAXY,STARBURST,0.1942298,0,2.240083
9068209626395465728,QSO,BROADLINE,1.546093,0,5.994298
9068209901273372672,GALAXY,null,0.6213217,0,1.170733
301747524622903296,GALAXY,null,0.03312969,0,22.23334
301747799500810240,GALAXY,null,0.089852,0,15.13714
301748074378717184,QSO,BROADLINE,1.306056,0,9.1019
301748349256624128,GALAXY,AGN,0.08745652,0,20.24362
301748899012438016,GALAXY,STARFORMING,0.04516219,0,7.778202
301749173890344960,GALAXY,null,0.1368263,0,21.3591
301749448768251904,GALAXY,null,0.06191481,0,27.70085
301749723646158848,GALAXY,null,0.0876964,0,5.315768
301750273401972736,GALAXY,STARFORMING,0.03290842,0,13.7834
301750548279879680,GALAXY,STARFORMING,0.06505554,0,15.06155
301750823157786624,GALAXY,null,0.1409078,0,12.24793
301751372913600512,GALAXY,AGN,0.3496318,0,7.382628
301751647791507456,GALAXY,null,0.03283051,0,39.01142
301751922669414400,GALAXY,null,0.1939484,0,12.95417
301752197547321344,GALAXY,null,0.06221536,0,19.20962
301752472425228288,STAR,M2,-0.0001557162,0,3.047575
301752747303135232,GALAXY,STARFORMING,0.1045381,0,12.54855
301753022181042176,GALAXY,null,0.4396906,0,2.642371
301753297058949120,GALAXY,null,0.1668149,0,13.24245
301753571936856064,GALAXY,STARFORMING,0.0354549,0,17.10096
301753846814763008,STAR,G0,0.000518739,0,27.80985
301754121692669952,GALAXY,STARFORMING,0.09454266,0,12.04084
301754671448483840,GALAXY,AGN,0.07951723,0,11.72752
301754946326390784,QSO,BROADLINE,1.420516,0,8.447881
301755221204297728,GALAXY,null,0.3672183,0,4.806069
301755496082204672,STAR,K5,1.193515E-05,0,2.986871
301755770960111616,GALAXY,null,0.1049628,0,18.08518
301756045838018560,GALAXY,null,0.3696423,0,3.210588
301756320715925504,GALAXY,null,0.1009298,0,7.49442
301756595593832448,GALAXY,null,0.1667408,0,12.85122
301756870471739392,STAR,G0,0.0005194137,0,29.46575
301757145349646336,GALAXY,STARFORMING,0.08711237,0,4.726423
301757420227553280,QSO,BROADLINE,1.878327,0,13.92378
301757695105460224,GALAXY,null,0.07888881,0,14.6729
301757969983367168,GALAXY,null,0.09193879,0,21.31931
301758244861274112,GALAXY,null,0.09008988,0,29.44415
8251962697413056512,GALAXY,null,0.1879743,0,8.474643
8251962972290963456,GALAXY,null,0.1915313,0,5.36142
8251963247168870400,GALAXY,STARBURST,0.1959145,0,2.404604
8251963522046777344,GALAXY,null,0.1899253,0,11.53762
8251963796924684288,GALAXY,null,0.1893386,0,8.111474
8251964346680498176,GALAXY,null,0.1913718,0,4.269414
8251964621558405120,STAR,F6V (16673),-0.0002402806,0,25.7779
8251964896436312064,GALAXY,null,0.5384681,0,1.316352
8251965446192125952,GALAXY,null,0.1853361,0,9.673351
8251965721070032896,QSO,null,2.222672,0,2.301414
8251965995947939840,QSO,BROADLINE,1.895985,0,0.8605175
8251966270825846784,GALAXY,null,0.1844473,0,5.613358
8251966545703753728,QSO,BROADLINE,1.808762,0,1.921106
8251966820581660672,QSO,null,3.404783,0,1.06176
8251967095459567616,GALAXY,null,0.5362576,0,1.938295
8251967370337474560,GALAXY,null,0.8986271,0,1.788665
8251967645215381504,QSO,null,1.102757,0,2.843061
8251967920093288448,QSO,null,1.10412,0,5.460721
8251968194971195392,GALAXY,null,0.4424319,0,2.74685
8251968744727009280,GALAXY,null,0.6894919,0,0.9173887
8251969019604916224,QSO,BROADLINE,1.790994,0,3.476583
8251969294482823168,GALAXY,null,0.4761341,0,2.364879
8251969844238637056,GALAXY,null,0.6886446,0,2.118189
8251970119116544000,QSO,BROADLINE,2.44715,0,1.227959
8251970393994450944,GALAXY,null,0.7067425,0,1.557605
8251970668872357888,STAR,F3/F5V (30743),-0.0004868371,0,36.25298
8251971768383985664,QSO,BROADLINE,3.154393,0,2.250353
8251972593017706496,GALAXY,null,0.697676,0,1.117949
8251972867895613440,STAR,F8V (30562),0.000328048,0,3.445557
8251973142773520384,QSO,BROADLINE,1.6668,0,3.246803
8251973417651427328,GALAXY,STARFORMING,0.1606626,0,2.160407
8251973692529334272,GALAXY,null,0.1892842,0,11.47482
8251973967407241216,GALAXY,null,0.190671,0,5.455575
8251974242285148160,STAR,M5III (221615),-2.342078E-06,0,0.8879182
8251974517163055104,QSO,null,1.258269,0,2.43787
8251974792040962048,GALAXY,null,0.4570156,0,1.048776
8251975066918868992,GALAXY,null,0.184931,0,8.158946
8251975341796775936,QSO,null,1.176588,0,2.806991
8251975616674682880,GALAXY,null,0.1874421,0,7.165542
8251975891552589824,QSO,null,1.109039,0,3.001315
8251976166430496768,STAR,F3/F5V (30743),-9.394349E-05,0,14.16708
8251976716186310656,QSO,BROADLINE,1.704601,0,3.069076
8251976991064217600,GALAXY,null,0.7365388,0,1.037666
8251977265942124544,QSO,null,0.7168977,0,1.960699
8251977540820031488,QSO,BROADLINE,2.383357,0,4.705975
8251977815697938432,QSO,BROADLINE,0.6169763,0,6.983347
8251978365453752320,QSO,BROADLINE,2.516151,0,1.525523
8251978915209566208,GALAXY,null,0.6365405,0,2.035064
8251979464965380096,GALAXY,BROADLINE,0.9748263,0,2.352021
12071027577252501504,QSO,BROADLINE,1.24502,0,3.179183
12071027852130408448,STAR,K3V (32147),-0.0004147749,0,3.034982
12071028401886222336,STAR,G8V (101501),-0.0006896129,0,2.154926
12071028676764129280,QSO,null,1.696655,0,1.769825
12071029226519943168,QSO,null,1.597863,0,3.028853
12071029776275757056,QSO,BROADLINE,1.15829,0,9.454642
12071030051153664000,STAR,K0V (10780),4.548512E-05,0,7.910681
12071030600909477888,QSO,null,0.9058113,0,3.46764
12071031425543198720,STAR,K3V (32147),-0.0005160391,0,10.21855
12071031975299012608,STAR,A2II (39866),-0.0007639952,0,4.532837
12071032250176919552,GALAXY,null,0.8035972,0,0.8478898
12071032799932733440,QSO,null,1.243219,0,2.436764
12071033349688547328,STAR,F3/F5V (30743),-0.0007640393,0,36.27002
12071034174322268160,STAR,M5III (221615),-0.0002275699,0,1.430654
12071034998955988992,GALAXY,null,0.7768239,0,1.675753
12071035273833895936,QSO,BROADLINE,2.583866,0,3.588087
12071035548711802880,QSO,BROADLINE,1.532216,0,7.866242
12071035823589709824,GALAXY,null,0.6511418,0,2.708211
12071036098467616768,GALAXY,null,0.6308813,0,0.984303
12071036648223430656,STAR,Ldwarf,6.468409E-05,0,0.5524375
12071036923101337600,GALAXY,STARFORMING,0.1816277,0,4.631001
12071037197979244544,QSO,BROADLINE,1.651488,0,2.647626
12071037472857151488,QSO,null,1.223263,0,1.59391
12071038297490872320,QSO,BROADLINE,1.797158,0,1.743369
12071038572368779264,QSO,null,1.172052,0,13.74731
12071039122124593152,QSO,BROADLINE,1.321919,0,10.10746
12071039397002500096,QSO,null,1.305653,0,1.395885
12071040221636220928,QSO,BROADLINE,0.8520359,0,12.87092
12071040496514127872,GALAXY,null,0.8087513,0,0.9702038
12071040771392034816,STAR,K0V (10780),-0.0007654623,0,4.616874
12071042420659476480,STAR,CV,-0.0008099932,0,1.492546
12071042695537383424,STAR,M5III (221615),0.000207362,0,1.52101
2377950140565579776,GALAXY,STARFORMING,0.04057592,0,10.47219
2377950415443486720,GALAXY,null,0.1882003,0,18.5384
2377950690321393664,GALAXY,STARFORMING,0.09890203,0,5.704832
3070417905578436608,STAR,F5,3.833852E-05,0,14.59459
3070418180456343552,STAR,A0,0.000314356,0,17.54805
3070418455334250496,STAR,F9,0.0001447589,0,20.14659
3070418730212157440,STAR,F5,0.0001190133,0,14.99014
3070419005090064384,STAR,F9,0.0002230874,0,18.46579
3070419279967971328,STAR,K5,-1.360113E-05,0,47.75109
3070419554845878272,STAR,F9,7.694156E-05,0,10.84574
3070420104601692160,STAR,F5,0.0002327342,0,9.001267
3070420379479599104,STAR,G2,0.0001990478,0,17.63223
3070420929235412992,STAR,F9,0.0002935259,0,10.99289
3070421204113319936,STAR,F9,8.912057E-06,0,25.04478
3070421478991226880,STAR,F9,0.00015698,0,37.8176
3070421753869133824,STAR,F5,0.0001831392,0,64.3061
3070422028747040768,STAR,F9,0.0001869421,0,30.42589
3070422303624947712,STAR,F5,0.0001572578,0,10.94509
3070422578502854656,STAR,K5,0.0001268541,0,46.08807
3070422853380761600,STAR,F5,0.0001569676,0,15.11519
3070423128258668544,STAR,F2,-0.0001045587,0,22.49529
3070423403136575488,STAR,F9,0.0001293041,0,36.74155
3070423678014482432,STAR,F9,7.652576E-05,0,33.85725
3070423952892389376,STAR,K7,-3.713107E-05,0,35.49292
3070424227770296320,STAR,G2,0.0002851652,0,12.26524
3070424502648203264,STAR,F2,0.0002856316,0,15.00485
3070424777526110208,STAR,G2,0.0001104951,0,17.21772
3070425052404017152,STAR,K5,1.197467E-06,0,34.03256
3070425327281924096,STAR,F9,0.0001840535,0,31.97507
3070425602159831040,STAR,F9,0.0001602667,0,15.1581
3070426151915644928,STAR,F9,0.0002952686,0,16.9092
3070426426793551872,STAR,F5,8.8932E-05,0,40.49637
3070426976549365760,STAR,G2,-5.734075E-05,0,45.36313
3070427251427272704,STAR,M0,0.0001762431,0,6.186033
3070427801183086592,STAR,A0,-8.336772E-06,0,15.44031
3070428076060993536,STAR,F9,0.0002314635,0,18.42615
3070428350938900480,STAR,F5,0.0002590146,0,25.71465
3070428625816807424,STAR,G2,0.0001729129,0,31.76985
3070428900694714368,STAR,F9,0.0002360464,0,14.09718
3070429175572621312,STAR,K5,0.0002259389,0,26.78674
3070429450450528256,STAR,F2,0.0001912309,0,20.47466
3070429725328435200,STAR,K5,9.475437E-05,0,45.23301
3070430275084249088,STAR,F9,-6.813143E-05,0,31.91329
3070430549962156032,STAR,F5,0.0002102522,0,9.482191
5074571710977824768,QSO,BROADLINE,3.000046,0,5.866905
5074571985855731712,GALAXY,null,0.4443254,0,2.367045
5074572260733638656,STAR,F3/F5V (30743),0.0001103796,0,16.44895
5074572535611545600,GALAXY,null,0.5097032,0,2.676738
5074573085367359488,GALAXY,null,0.7841206,0,1.279516
5074573360245266432,GALAXY,null,0.5168968,0,1.451564
5074573635123173376,GALAXY,STARFORMING,0.5013899,0,2.612826
5074573910001080320,QSO,BROADLINE,2.401201,0,4.83485
5074574184878987264,GALAXY,null,0.5168132,0,3.323238
5074575009512708096,GALAXY,null,0.3200321,0,5.389478
5074575834146428928,GALAXY,null,0.478694,0,2.194321
5074576383902242816,GALAXY,null,0.5029963,0,1.347715
5074576658780149760,GALAXY,null,0.4199311,0,2.656878
5074576933658056704,GALAXY,null,0.5037859,0,2.766503
5074577208535963648,GALAXY,null,0.3167902,0,6.027229
5074577483413870592,STAR,F3/F5V (30743),0.0001978864,0,7.715168
5074577758291777536,GALAXY,null,0.3194661,0,6.189301
5074578308047591424,STAR,F0IV (81937),0.0001437971,0,14.0516
5074578582925498368,GALAXY,null,0.5873981,0,1.214088
5074578857803405312,STAR,CV,0.0001479496,0,2.809887
5074579132681312256,GALAXY,null,0.5072977,0,1.855914
5074579407559219200,STAR,F3/F5V (30743),0.0008421002,0,32.02734
5074579682437126144,GALAXY,null,0.2992896,0,2.120533
5074579957315033088,QSO,BROADLINE,2.372341,0,4.382968
5074580232192940032,GALAXY,null,0.5783949,0,1.590007
5074580507070846976,STAR,F3/F5V (30743),0.0001612919,0,11.9605
5074581056826660864,GALAXY,null,0.3515417,0,3.25194
5074581331704567808,GALAXY,null,0.2963972,0,6.828957
5074581606582474752,GALAXY,null,0.3497827,0,3.382703
